facility_code,facility_name,facility_shortname,address_1,address_2,district,state,postcode,sector,type,latitude,longitude
21-01020171,KLINIK KESIHATAN CAHAYA BARU,KKCB,"JKR 2116 JALAN PERAK, FELDA CAHAYA BARU, MASAI",,JOHOR BAHRU,JOHOR,81750,GOVERNMENT,KLINIK KESIHATAN,1.530564,103.931425
21-01020082,KLINIK KESIHATAN PASIR GUDANG,KKPGDG,"JKR 5376, JALAN KEJIRANAN 8/1, PASIR GUDANG",,JOHOR BAHRU,JOHOR,81700,GOVERNMENT,KLINIK KESIHATAN,1.463943,103.906293
21-01020050,KLINIK KESIHATAN GELANG PATAH,KKGPTH,"JKR 4176 JALAN BESAR, GELANG PATAH",,JOHOR BAHRU,JOHOR,81550,GOVERNMENT,KLINIK KESIHATAN,1.447719,103.590287
21-01020429,KLINIK KESIHATAN SULTAN ISMAIL,,"JALAN PERSIARAN MUTIARA EMAS UTAMA, TAMAN MOUNT AUSTIN",,JOHOR BAHRU,JOHOR,81100,GOVERNMENT,KLINIK KESIHATAN,1.547898,103.790287
21-01020089,KLINIK KESIHATAN MAHMOODIAH,KKMMH,"JKR 6274, JALAN MAHMOODIAH, JOHOR BAHARU",,JOHOR BAHRU,JOHOR,80100,GOVERNMENT,KLINIK KESIHATAN,1.46247,103.74842
21-01020114,KLINIK KESIHATAN ULU TIRAM,KKUT,"JKR 2156, JLN BESAR ULU TIRAM, JOHOR BAHRU",,JOHOR BAHRU,JOHOR,81800,GOVERNMENT,KLINIK KESIHATAN,1.596701,103.820655
21-01020070,KLINIK KESIHATAN MASAI,KKMSI,"LOT 2188, JALAN PEKELILING, MASAI",,JOHOR BAHRU,JOHOR,81750,GOVERNMENT,KLINIK KESIHATAN,1.489205,103.885109
21-01021044,KLINIK KESIHATAN SKUDAI BARU,,"KLINIK KESIHATAN TAMAN SKUDAI BARU, PTD 4418, JALAN HANG LEKIR 1, TAMAN SKUDAI BARU",,JOHOR BAHRU,JOHOR,81300,GOVERNMENT,KLINIK KESIHATAN,1.505114,103.6391566
21-01020060,KLINIK KESIHATAN KEMPAS,KKKMPS,"JKR 6044, JALAN PERSIARAN TANJUNG, KEMPAS",,JOHOR BAHRU,JOHOR,81200,GOVERNMENT,KLINIK KESIHATAN,1.508123,103.707381
21-01020066,KLINIK KESIHATAN LARKIN,KKLRKN,"PTD 4999, JALAN SENTOSA, JOHOR BAHRU",,JOHOR BAHRU,JOHOR,80350,GOVERNMENT,KLINIK KESIHATAN,1.496965,103.748751
21-01020185,KLINIK KESIHATAN PAYA MENGKUANG,KKPMKG,"JKR 4091 JLN KELASI, DESA PAYA MENGKUANG, GELANG PATAH",,JOHOR BAHRU,JOHOR,81550,GOVERNMENT,KLINIK KESIHATAN,1.379188,103.589448
21-01020108,KLINIK KESIHATAN TAMPOI,KKTMI,"JKR 3769-1, BATU 5, JALAN SKUDAI",,JOHOR BAHRU,JOHOR,81200,GOVERNMENT,KLINIK KESIHATAN,1.492824,103.705879
21-01020403,KLINIK KESIHATAN IBU DAN ANAK JLN ABD SAMAD,KKIAJAS,"JALAN ABDUL SAMAD, JOHOR BAHRU",,JOHOR BAHRU,JOHOR,80100,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,1.47954,103.74238
21-01020463,"KLINIK KOMUNITI TAMAN CEMPAKA, KEMPAS",K1MTCHPK,"BLOK 17, TAMAN CEMPAKA, KEMPAS",,JOHOR BAHRU,JOHOR,81200,GOVERNMENT,KLINIK KOMUNITI,1.516257,103.699746
21-01020444,KLINIK KOMUNITI TAMAN KOTA MASAI,K1MTKMS,"NO. 20, JALAN TEMBIKAI 5, TAMAN KOTA MASAI",,JOHOR BAHRU,JOHOR,81750,GOVERNMENT,KLINIK KOMUNITI,1.480847,103.951831
21-01020443,KLINIK KOMUNITI LAMAN TASEK HARMONI,K1MLTH,"ARAS BAWAH BLOK C, PANGSA LAMAN TASEK, JALAN HARMONI UTAMA, LAMAN TASEK",,JOHOR BAHRU,JOHOR,81100,GOVERNMENT,KLINIK KOMUNITI,1.51557,103.794831
21-01020439,KLINIK KOMUNITI NUSA BESTARI,K1MNB,"NO.5 G, JALAN BESTARI 1/4, TAMAN NUSA BESTARI",,JOHOR BAHRU,JOHOR,81300,GOVERNMENT,KLINIK KOMUNITI,1.480843,103.668092
21-01020424,KLINIK KOMUNITI SRI ALAM,K1MSALAM,"BLOK A, RUMAH PANGSA SRI ALAM JALAN TASIK 64, MASAI",,JOHOR BAHRU,JOHOR,81750,GOVERNMENT,KLINIK KOMUNITI,1.506412,103.88895
21-01020441,KLINIK KOMUNITI BANDAR BARU KANGKAR PULAI,K1MBBKP,"ARAS BAWAH PANGSAPURI KENARI B1, JALAN PULAI HARMONI, BANDAR BARU KANGKAR PULAI",,JOHOR BAHRU,JOHOR,81300,GOVERNMENT,KLINIK KOMUNITI,1.552467,103.58725
21-01020422,KLINIK KOMUNITI SRI STULANG,K1MSS,"TINGKAT BAWAH BLOK G, PANGSAPURI SRI STULANG 1, BAKAR BATU",,JOHOR BAHRU,JOHOR,80050,GOVERNMENT,KLINIK KOMUNITI,1.49605,103.79059
21-01020435,KLINIK PERGIGIAN TAMAN TUN AMINAH,KPTUTA,"TAMAN TUN AMINAH, 81300 JOHOR BAHRU",,JOHOR BAHRU,JOHOR,81300,GOVERNMENT,KLINIK PERGIGIAN,1.525611,103.666933
21-01020434,KLINIK PERGIGIAN MASAI,KPMSAI,"JALAN SEKOLAH, 81750 JOHOR BAHRU",,JOHOR BAHRU,JOHOR,81750,GOVERNMENT,KLINIK PERGIGIAN,1.48797,103.88363
11-01020010D,"KLINIK PERGIGIAN DI HOSPITAL SULTANAH AMINAH, JOHOR BAHRU",,JOHOR BAHRU,,JOHOR BAHRU,JOHOR,80100,GOVERNMENT,KLINIK PERGIGIAN DI HOSPITAL,,
11-01020400D,KLINIK PERGIGIAN DI HOSPITAL SULTAN ISMAIL JOHOR BAHRU,,JALAN PERSIARAN MUTIARA EMAS UTAMA,TAMAN MOUNT AUSTIN,JOHOR BAHRU,JOHOR,81100,GOVERNMENT,KLINIK PERGIGIAN DI HOSPITAL,,
21-01020106D,KLINIK PERGIGIAN DI KLINIK KESIHATAN TEBRAU,,"JKR 5409,5410,5413, JALAN KERAMBIT, 80050 JOHOR BAHRU",,JOHOR BAHRU,JOHOR,80050,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-01020060D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KEMPAS,,"JKR 6044, JALAN PERSIARAN TANJUNG, 81200 JOHOR BAHRU",KEMPAS,JOHOR BAHRU,JOHOR,81200,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-01020082D,KLINIK PERGIGIAN DI KLINIK KESIHATAN PASIR GUDANG,,"JKR 5376, JALAN KEJIRANAN 8/1, 81700 PASIR GUDANG , 81700 JOHOR BAHRU",,JOHOR BAHRU,JOHOR,81700,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-01020050D,KLINIK PERGIGIAN DI KLINIK KESIHATAN GELANG PATAH,,"JKR 4176 JALAN BESAR, 81550 GELANG PATAH",,JOHOR BAHRU,JOHOR,81550,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-01020066D,KLINIK PERGIGIAN DI KLINIK KESIHATAN LARKIN,,"PTD 4999, JALAN SENTOSA",,JOHOR BAHRU,JOHOR,80350,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-01020428D,KLINIK PERGIGIAN DI KLINIK KESIHATAN TAMAN UNIVERSITI,,"JALAN KEBUDAYAAN 28, TAMAN UNIVERSITI, 81300 JOHOR BAHRU",,JOHOR BAHRU,JOHOR,81300,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-01020114D,KLINIK PERGIGIAN DI KLINIK KESIHATAN ULU TIRAM,,"JKR 2156, JLN BESAR ULU TIRAM, 81800 JOHOR BAHRU",,JOHOR BAHRU,JOHOR,81800,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-01021044D,KLINIK PERGIGIAN DI KLINIK KESIHATAN SKUDAI BARU,,"KLINIK KESIHATAN SKUDAI BARU, PTD 4418, JALAN HANG LEKIR 1, TAMAN SKUDAI BARU, JOHOR BAHRU, JOHOR",,JOHOR BAHRU,JOHOR,81300,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-01020108D,KLINIK PERGIGIAN DI KLINIK KESIHATAN TAMPOI,,"JKR 3769-1, BATU 5, JALAN SKUDAI, 81200 JOHOR BAHRU",,JOHOR BAHRU,JOHOR,81200,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-01020089D,KLINIK PERGIGIAN DI KLINIK KESIHATAN MAHMOODIAH,,"JKR 6274, JALAN MAHMOODIAH, 80100 JOHOR BAHARU",,JOHOR BAHRU,JOHOR,80100,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-01020058D,KLINIK PERGIGIAN DI KLINIK KESIHATAN MAJIDEE,,"JKR 5909/D JLN SEKOLAH KG MELAYU MAJIDEE, 81100 JOHOR BAHRU",,JOHOR BAHRU,JOHOR,81100,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-01020429D,KLINIK PERGIGIAN DI KLINIK KESIHATAN SULTAN ISMAIL,,"JALAN PERSIARAN MUTIARA EMAS UTAMA, TAMAN MOUNT AUSTIN, 81100 JOHOR BAHRU",,JOHOR BAHRU,JOHOR,81100,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-01020403D,KLINIK PERGIGIAN DI KLINIK KESIHATAN IBU DAN ANAK JLN ABD SAMAD,,"JALAN ABDUL SAMAD, 80100 JOHOR BAHRU",,JOHOR BAHRU,JOHOR,80100,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN IBU DAN ANAK,,
21-01020468D,KLINIK PERGIGIAN DI KLINIK KESIHATAN PUSAT TRANSFORMASI BANDAR JOHOR BAHRU,,"ARAS G, GALERIA @ KOTARAYA, JALAN TRUS, JOHOR BAHRU",,JOHOR BAHRU,JOHOR,80200,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN UTC,,
21-01020636,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. TUN FATIMAH",KPSMKTF,JALAN SUNGAI CHAT,,JOHOR BAHRU,JOHOR,80100,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.493168,103.733592
21-01020679,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ST JOSEPH",KPSKSJ,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH KEBANGSAAN ST JOSEPH",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.466115,103.759395
21-01020667,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. LARKIN",KPSKL1,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH KEBANGSAAN LARKIN",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.488534,103.750737
21-01020647,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA FOON YEWV 2",KPSJKCFY2,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH JENIS KEBANGSAAN © FOON YEWV 2",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.480621,103.744315
21-01020638,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN KEB. DATO' JAFAR",KPSMKDJ,JALAN YAHYA AWAL,,JOHOR BAHRU,JOHOR,80300,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.472736,103.766781
21-01020688,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ULU TIRAM",KPSKUT,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH KEBANGSAAN ULU TIRAM",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.600053,103.823178
21-01020683,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. TAMAN UNIVERSITI 1",KPSKTU1,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH KEBANGSAAN TAMAN UNIVERSITI 1",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.534949,103.617836
21-01020640,"KLINIK PERGIGIAN SEKOLAH, D/A SEK.KEB. TEMENGGONG ABDUL RAHMAN 2",KPSTAR2,"KLINIK PERGIGIAN SEKOLAH, D/A SEK.KEB. TEMENGGONG ABDUL RAHMAN 2",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.475222,103.752875
21-01020639,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN KEB. SRI TEBRAU",KPSMKST,"JALAN RENTAK, TAMAN SRI TEBRAU",,JOHOR BAHRU,JOHOR,80500,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.486135,103.77426
21-01020625,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. CONVENT",KPSKIJC,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH KEBANGSAAN CONVENT",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.464622,103.754984
21-01020628,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA FOON YEWV 4",KPSJKCFY4,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH JENIS KEBANGSAAN © FOON YEWV 4",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.499403,103.733533
21-01020689,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. YAHYA AWAL",KPSKPJYA,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH KEBANGSAAN YAHYA AWAL",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.465989,103.753533
21-01020703,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. MAJIDEE",KPSKMD,"KLINIK PERGIGIAN SEKOLAH, SEKOLAH KEBANGSAAN MAJIDEE",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.510008,103.762514
21-01020671,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. PERMAS JAYA 1",KPSKPJ2,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH KEBANGSAAN PERMAS JAYA 1",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.515484,103.823438
21-01020642,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA PU SZE",KPSJKCPS,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH JENIS KEBANGSAAN (CINA PU SZE)",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.536401,103.66228
21-01020684,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. TAMAN UNIVERSITI 2",KPSKTU2,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH KEBANGSAAN TAMAN UNIVERSITI 2",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.531363,103.613333
21-01020661,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. BANDAR TINGGI",KPSKPBT,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH KEBANGSAAN BANDAR TINGGI",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.466972,103.75758
21-01020634,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. KAMPONG PASIR",KPSKKPT,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH KEBANGSAAN KAMPONG PASIR",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.499393,103.697489
21-01020648,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA FOON YEWV 3",KPSJKCFY3,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH JENIS KEBANGSAAN © FOON YEWV 3",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.491071,103.750878
21-01020627,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. TUN AMINAH",KPSKTA,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN TUN AMINAH,,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.520334,103.74088
21-01020665,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. KHIR JOHARI",KPSKMKJ,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH KEBANGSAAN KHIR JOHARI",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.513739,103.755023
21-01020681,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SULTAN IBRAHIM (P)",KPSKSIPJB,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH KEBANGSAAN SULTAN IBRAHIM (P)",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.474163,103.751763
21-01020630,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ANGKATAN TENTERA",KPSKATJB,"KLINIK PERGIGIAN SEKOLAH, D/A SEKOLAH KEBANGSAAN ANGKATAN TENTERA",,JOHOR BAHRU,JOHOR,81000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.489122,103.762158
21-01020714,KLINIK PERGIGIAN UTC PASIR GUDANG,,"L1-04, KOMPLEKS PUSAT BANDAR PASIR GUDANG",,JOHOR BAHRU,JOHOR,80700,GOVERNMENT,KLINIK PERGIGIAN UTC,,
41-01020026,KOLEJ RADIOGRAFI DAN RADIOTERAPI,,HOSPITAL SULTANAH AMINAH,,JOHOR BAHRU,JOHOR,80100,GOVERNMENT,KOLEJ,,
41-01020024,KOLEJ KEJURURAWATAN,,HOSPITAL SULTANAH AMINAH,,JOHOR BAHRU,JOHOR,80100,GOVERNMENT,KOLEJ,,
31-01021954,WELLNESS HUB JOHOR BAHRU,,"JKR 938 JALAN MAHMOODIAH, 80100 JOHOR BAHRU, JOHOR",,JOHOR BAHRU,JOHOR,80100,GOVERNMENT,LAIN-LAIN,,
31-01020707,MAKMAL KESIHATAN AWAM JOHOR BAHRU,,JALAN PERSIARAN TANJUNG TAMPOI,,JOHOR BAHRU,JOHOR,81200,GOVERNMENT,LAIN-LAIN,1.50977,103.707085
91-01020003,PEJABAT KESIHATAN DAERAH JOHOR BAHRU,PKDJB,JALAN ABDUL SAMAD,80100 JOHOR BHARU,JOHOR BAHRU,JOHOR,80100,GOVERNMENT,PEJABAT KESIHATAN DAERAH,1.47966,103.74212
91-01020119,PMA PASIR GUDANG (L),,PKD JOHOR BAHRU,"PEJ. KESIHATAN PELABUHAN PASIR GUDANG, TINGKAT BAWAH, BANGUNAN MARITIM, JOHOR PORT BERHAD, 81700 PASIR GUDANG , JOHOR",JOHOR BAHRU,JOHOR,80100,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",1.432251,103.920019
91-01020709,PMA PUTERI HARBOUR (L),,PKD JOHOR BAHRU,"PEJABAT KESIHATAN PUTERI HARBOUR, PELABUHAN TERMINAL FERI ANTARABANGSA PUTERI HARBOUR, PTD 154894, LEBUH BAHTERA, PUTERI HARBOUR",JOHOR BAHRU,JOHOR,79000,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",1.417131,103.658281
91-01020124,PMA TANJUNG PUTERI (D),,PKD JOHOR BAHRU,"PEJABAT KESIHATAN PINTU MASUK, BANGUNAN SULTAN ISKANDAR LEVEL 2, ANJUNG UTARA, 80300 BUKIT CAGAR, JOHOR BAHRU",JOHOR BAHRU,JOHOR,80300,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",1.4648,103.766302
91-01020117,PMA LINK KEDUA (D),,PKD JOHOR BAHRU,"PEJ. KESIHATAN KOMPLEKS SULTAN ABU BAKAR TANJUNG KUPANG, 81560, JOHOR",JOHOR BAHRU,JOHOR,81560,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",1.3775,103.59859
91-01020121,PMA STULANG (L),,PKD JOHOR BAHRU,"PEJ. KESIHATAN KOMPLEKS BEBAS CUKAI, NO.88 JALAN IBRAHIM SULTAN, STULANG LAUT, 80300 JOHOR BAHRU",JOHOR BAHRU,JOHOR,80300,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",1.471024,103.784597
91-01020123,PMA TANJUNG PELEPAS (L),,PKD JOHOR BAHRU,"PEJ. KESIHATAN PELABUHAN TANJUNG PELEPAS, TINGKAT 3, BLOK B, WISMA PTP, JALAN PELABUHAN TANJUNG PELEPAS, 81560 GELANG PATAH JOHO",JOHOR BAHRU,JOHOR,81560,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",1.361288,103.550832
11-01030012,HOSPITAL ENCHE' BESAR HAJJAH KHALSOM,,"KM 5, JLN KOTA TINGGI",,KLUANG,JOHOR,86000,GOVERNMENT,HOSPITAL,2.00816,103.34715
21-01030172,KLINIK DESA KAMPUNG GAJAH,KDKGJH,"BATU 8, JALAN MERSING,",,KLUANG,JOHOR,86700,GOVERNMENT,KLINIK DESA,2.10405,103.39596
21-01030156,KLINIK DESA FELDA LAYANG-LAYANG,KDFLL,JALAN TEKUKUR,,KLUANG,JOHOR,81850,GOVERNMENT,KLINIK DESA,1.81845,103.47349
21-01030155,KLINIK DESA FELDA KAHANG BARAT,KDFKB,JALAN MATA KUCING,,KLUANG,JOHOR,86000,GOVERNMENT,KLINIK DESA,2.03306,103.42
21-01030152,KLINIK DESA CHAMEK,KDCHMK,JALAN KLINIK,,KLUANG,JOHOR,86000,GOVERNMENT,KLINIK DESA,2.14081,103.240242
21-01030154,KLINIK DESA FELDA AIR HITAM,KDFAH,JALAN BESAR,,KLUANG,JOHOR,86000,GOVERNMENT,KLINIK DESA,1.948206,103.23256
21-01030157,KLINIK DESA FELDA ULU PENGGELI,KDFUP,JALAN SERINDIT,,KLUANG,JOHOR,86000,GOVERNMENT,KLINIK DESA,1.91647,103.5252
21-01030343,KLINIK DESA SRI LALANG,KDSRLL,"PTD 20805, JALAN SEKOLAH",,KLUANG,JOHOR,86000,GOVERNMENT,KLINIK DESA,1.99118,103.25408
21-01030387,KLINIK DESA ULU BENUT,KDUBN,"LOT 1394, KG. BT 6 JALAN JOHOR",,KLUANG,JOHOR,86200,GOVERNMENT,KLINIK DESA,1.85686,103.2985
21-01030184,KLINIK DESA KAMPUNG PAYA,KDKPAYA,JALAN KG PAYA,,KLUANG,JOHOR,86000,GOVERNMENT,KLINIK DESA,2.04472,103.33333
21-01030255,KLINIK DESA PT HAJI HASHIM,KDPHH,KG PT HAJI HASHIM,,KLUANG,JOHOR,86200,GOVERNMENT,KLINIK DESA,1.80934,103.30483
21-01030262,KLINIK DESA PARIT IBRAHIM MAJID,KDPIM,"JALAN KLINIK, ULU BENUT",,KLUANG,JOHOR,86200,GOVERNMENT,KLINIK DESA,2.024283,103.317789
21-01030233,KLINIK DESA MACAP,KDMCP,"JKR 1034, KG SRI MACAP, JALAN JOHOR",,KLUANG,JOHOR,86200,GOVERNMENT,KLINIK DESA,1.87703,103.26819
21-01030201,KLINIK DESA KAMPUNG TENGAH,KDKT,JALAN MATAHARI,,KLUANG,JOHOR,86300,GOVERNMENT,KLINIK DESA,2.05287,103.3465
21-01030470,KLINIK DESA BUKIT BATU,KDBBT,"MACAP, SIMPANG RENGGAM",,KLUANG,JOHOR,86200,GOVERNMENT,KLINIK DESA,1.870684,103.236527
21-01030137,KLINIK DESA FELCRA BATU 4 1/2 PALOH,KDFB4P,JALAN MASJID KG MELAYU,,KLUANG,JOHOR,86000,GOVERNMENT,KLINIK DESA,2.16738,103.13272
21-01030409,KLINIK DESA NYIOR,KDNYR,JALAN NYIOR 1 KG MELAYU,,KLUANG,JOHOR,86000,GOVERNMENT,KLINIK DESA,2.09163,103.278909
21-01030355,KLINIK DESA SUNGAI LINAU,KDSGLN,"BT 37, LADANG SUNGAI LINAU",,KLUANG,JOHOR,86200,GOVERNMENT,KLINIK DESA,1.830082,103.264961
21-01030164,KLINIK DESA KAHANG BATU 28,KDKB28,"JALAN MERSING, KG SRI LUKUT",,KLUANG,JOHOR,86000,GOVERNMENT,KLINIK DESA,2.26698,103.60884
21-01030360,KLINIK DESA SUNGAI SAYONG,KDSSYG,"LOT 3560, JALAN RENGGAM",,KLUANG,JOHOR,86300,GOVERNMENT,KLINIK DESA,1.92102,103.37339
21-01030203,KLINIK DESA KAMPUNG TENGAH RENGGAM,KDKTR,JALAN KG TENGAH,,KLUANG,JOHOR,86300,GOVERNMENT,KLINIK DESA,1.84148,103.4113
21-01030055,KLINIK KESIHATAN KAHANG BATU 22,,"LOT 96, JALAN MERSING BATU 22, KAHANG",,KLUANG,JOHOR,86700,GOVERNMENT,KLINIK KESIHATAN,2.21587,103.54075
21-01030113,KLINIK KESIHATAN ULU BELITONG,,"JALAN CEMARA, SIMPANG RENGGAM",,KLUANG,JOHOR,86007,GOVERNMENT,KLINIK KESIHATAN,1.94728,103.47502
21-01030067,KLINIK KESIHATAN LAYANG-LAYANG,,"PTD 3578, JALAN PEJABAT POS, LAYANG-LAYANG",,KLUANG,JOHOR,81850,GOVERNMENT,KLINIK KESIHATAN,1.818464,103.473491
21-01030092,KLINIK KESIHATAN RENGGAM,,"PTD 2495, JALAN SIMPANG RENGGAM, RENGGAM",,KLUANG,JOHOR,86300,GOVERNMENT,KLINIK KESIHATAN,1.88333,103.39639
21-01030052,KLINIK KESIHATAN MENGKIBOL,,"LOT 18993, JLN MENGKIBOL",,KLUANG,JOHOR,86000,GOVERNMENT,KLINIK KESIHATAN,2.00698,103.32225
21-01030056,KLINIK KESIHATAN KAHANG TIMUR,,"PTD 14726, JALAN MERAK, KAHANG",,KLUANG,JOHOR,86007,GOVERNMENT,KLINIK KESIHATAN,2.08501,103.49439
21-01030100,KLINIK KESIHATAN SIMPANG RENGGAM,,"LOT 1794, JLN RAMBUTAN, SIMPANG RENGGAM",,KLUANG,JOHOR,82600,GOVERNMENT,KLINIK KESIHATAN,1.82613,103.30522
21-01030073,KLINIK KESIHATAN PALOH,,"LOT 120, JALAN KLINIK, PALOH",,KLUANG,JOHOR,86600,GOVERNMENT,KLINIK KESIHATAN,2.187405,103.195591
21-01030390,KLINIK KESIHATAN IBU DAN ANAK KLUANG,KKIAKUAG,"PT 3782, JALAN SULTANAH, KLUANG",,KLUANG,JOHOR,86000,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,2.03372,103.31867
21-01030426,KLINIK KOMUNITI TAMAN SERI LAMBAK,K1MTSL,"BALAI AKTIVITI JKKMB, TAMAN SERI LAMBAK, KLUANG",,KLUANG,JOHOR,86000,GOVERNMENT,KLINIK KOMUNITI,1.955156,103.384678
